Order ID,Date,Product Name,Category,Quantity,Unit Price,Discount (%),Total Revenue,Shipping Cost,Customer Country,Customer Segment,Order Channel,Payment Method,Order Status
ORD-0208,2024-03-09,Telemetry Kit Alpha,Electronics,10,114.04,20,912.32,4.65,USA,University,Mobile App,Stripe,Completed
ORD-0209,2024-04-14,Fuel Cell GX,Fuel Systems,9,85.36,15,653.0,3.93,USA,Company,Referral,Manual,Pending
ORD-0210,2024-01-02,Parachute Recovery Pack,Safety,10,170.48,30,1193.36,5.11,Japan,University,Referral,Manual,Completed
ORD-0211,2024-05-23,Launch Pad Mini,Hardware,9,107.1,25,722.92,11.84,USA,Hobbyist,Mobile App,Stripe,Pending
ORD-0212,2024-02-26,Launch Pad Mini,Hardware,9,59.74,30,376.36,12.21,Canada,Company,Referral,Manual,Completed
ORD-0213,2024-02-21,Thruster C-21,Engines,2,167.21,15,284.26,7.51,Germany,Company,Online,Manual,Pending
ORD-0214,2024-02-17,Telemetry Kit Alpha,Electronics,5,142.94,15,607.5,7.36,USA,University,Online,Manual,Pending
ORD-0215,2024-02-04,Telemetry Kit Alpha,Electronics,7,28.61,0,200.27,12.61,Mexico,Hobbyist,Referral,Stripe,Pending
ORD-0216,2024-06-18,Parachute Recovery Pack,Safety,5,180.66,25,677.48,7.76,USA,Company,Online,Stripe,Pending
ORD-0217,2024-05-05,Parachute Recovery Pack,Safety,4,33.44,20,107.01,5.14,Japan,Company,Online,Stripe,Pending
ORD-0218,2024-05-21,Rocket Motor XZ-100,Engines,10,48.17,15,409.44,4.83,Germany,Hobbyist,Mobile App,Stripe,Completed
ORD-0219,2024-04-17,Flight Computer ZB,Electronics,1,104.18,20,83.34,3.85,Brazil,Hobbyist,Online,Stripe,Completed
ORD-0220,2024-01-15,Fuel Cell GX,Fuel Systems,1,23.2,5,22.04,13.89,Brazil,Company,Referral,Manual,Pending
ORD-0221,2024-04-01,Flight Computer ZB,Electronics,5,194.89,5,925.73,9.14,UK,University,Referral,PayPal,Completed
ORD-0222,2024-06-21,Flight Computer ZB,Electronics,9,93.51,0,841.59,0.41,USA,Company,Mobile App,Manual,Refunded
ORD-0223,2024-05-27,Parachute Recovery Pack,Safety,7,126.34,20,707.5,6.94,Japan,University,Online,PayPal,Completed
ORD-0224,2024-04-19,Ignition Module V2,Electronics,9,165.37,5,1413.91,13.77,Germany,University,Mobile App,Stripe,Pending
ORD-0225,2024-04-21,Thruster C-21,Engines,6,41.92,30,176.06,6.9,Brazil,Company,Mobile App,PayPal,Pending
ORD-0226,2024-04-19,Fuel Cell GX,Fuel Systems,5,189.59,0,947.95,9.95,Japan,Hobbyist,Mobile App,Manual,Completed
ORD-0227,2024-05-07,Rocket Motor XZ-100,Engines,8,156.86,15,1066.65,10.71,UK,University,Referral,Manual,Pending
ORD-0228,2024-06-18,Flight Computer ZB,Electronics,1,134.13,20,107.3,11.7,Mexico,Company,Referral,PayPal,Refunded
ORD-0229,2024-02-17,Telemetry Kit Alpha,Electronics,6,100.77,25,453.47,7.09,USA,Hobbyist,Referral,PayPal,Refunded
ORD-0230,2024-03-19,Fuel Cell GX,Fuel Systems,2,102.01,25,153.02,2.26,Mexico,Hobbyist,Mobile App,PayPal,Completed
ORD-0231,2024-05-12,Launch Pad Mini,Hardware,10,30.16,20,241.28,0.3,Canada,Company,Online,PayPal,Completed
ORD-0232,2024-03-07,Flight Computer ZB,Electronics,9,71.67,0,645.03,14.48,USA,Company,Referral,Manual,Completed
ORD-0233,2024-04-04,Parachute Recovery Pack,Safety,4,168.1,10,605.16,4.56,USA,Company,Mobile App,PayPal,Pending
ORD-0234,2024-06-07,Fuel Cell GX,Fuel Systems,7,119.55,20,669.48,12.09,Mexico,University,Mobile App,Manual,Pending
ORD-0235,2024-06-24,Flight Computer ZB,Electronics,3,162.01,15,413.13,10.08,UK,Hobbyist,Mobile App,PayPal,Completed
ORD-0236,2024-03-11,Parachute Recovery Pack,Safety,3,193.46,10,522.34,6.86,Mexico,Company,Online,PayPal,Pending
ORD-0237,2024-03-28,Launch Pad Mini,Hardware,8,24.34,25,146.04,0.21,Germany,Hobbyist,Mobile App,PayPal,Completed
ORD-0238,2024-05-10,Parachute Recovery Pack,Safety,9,140.29,0,1262.61,13.34,UK,Company,Online,Manual,Completed
ORD-0239,2024-02-28,Telemetry Kit Alpha,Electronics,9,188.71,25,1273.79,1.53,Japan,Hobbyist,Mobile App,PayPal,Refunded
ORD-0240,2024-03-13,Ignition Module V2,Electronics,3,169.25,10,456.98,3.45,Germany,Company,Mobile App,Manual,Pending
ORD-0241,2024-04-24,Ignition Module V2,Electronics,5,90.19,15,383.31,0.02,Japan,Company,Referral,Manual,Pending
ORD-0242,2024-06-19,Launch Pad Mini,Hardware,4,66.19,10,238.28,1.34,Canada,Company,Mobile App,PayPal,Refunded
ORD-0243,2024-03-30,Ignition Module V2,Electronics,2,165.74,25,248.61,8.63,USA,Hobbyist,Referral,Manual,Completed
ORD-0244,2024-02-18,Telemetry Kit Alpha,Electronics,5,45.02,5,213.84,5.89,Canada,University,Referral,Stripe,Pending
ORD-0245,2024-05-07,Thruster C-21,Engines,4,180.25,25,540.75,11.73,Germany,Hobbyist,Referral,Manual,Refunded
ORD-0246,2024-01-23,Telemetry Kit Alpha,Electronics,10,190.82,15,1621.97,14.61,Mexico,Hobbyist,Referral,PayPal,Completed
ORD-0247,2024-01-18,Flight Computer ZB,Electronics,7,87.28,5,580.41,10.29,UK,University,Online,PayPal,Refunded
ORD-0248,2024-05-01,Flight Computer ZB,Electronics,1,162.5,15,138.12,14.79,Brazil,University,Referral,PayPal,Completed
ORD-0249,2024-02-06,Fuel Cell GX,Fuel Systems,10,105.86,25,793.95,14.8,Germany,Company,Online,Stripe,Completed
ORD-0250,2024-06-24,Fuel Cell GX,Fuel Systems,6,140.64,20,675.07,8.13,USA,Company,Online,PayPal,Refunded
ORD-0251,2024-03-01,Thruster C-21,Engines,5,75.82,5,360.14,2.02,Germany,Hobbyist,Referral,Stripe,Pending
ORD-0252,2024-06-22,Rocket Motor XZ-100,Engines,10,194.6,25,1459.5,6.8,Japan,Hobbyist,Mobile App,Manual,Refunded
ORD-0253,2024-05-17,Parachute Recovery Pack,Safety,7,196.42,15,1168.7,3.24,UK,Hobbyist,Online,Stripe,Pending
ORD-0254,2024-06-14,Thruster C-21,Engines,4,178.97,25,536.91,8.37,Germany,Hobbyist,Online,PayPal,Completed
ORD-0255,2024-06-06,Thruster C-21,Engines,4,55.12,20,176.38,3.13,Mexico,Hobbyist,Referral,Manual,Refunded
ORD-0256,2024-03-21,Flight Computer ZB,Electronics,10,50.34,15,427.89,12.8,Japan,Hobbyist,Mobile App,Manual,Pending
ORD-0257,2024-05-16,Launch Pad Mini,Hardware,3,152.38,15,388.57,3.83,Canada,University,Referral,Stripe,Pending
ORD-0258,2024-03-04,Telemetry Kit Alpha,Electronics,4,80.1,10,288.36,3.71,USA,Company,Online,Manual,Completed
ORD-0259,2024-01-10,Ignition Module V2,Electronics,3,117.26,25,263.84,1.21,Brazil,University,Referral,Stripe,Completed
ORD-0260,2024-02-14,Telemetry Kit Alpha,Electronics,1,79.07,0,79.07,0.4,Brazil,Hobbyist,Online,Stripe,Completed
ORD-0261,2024-05-30,Thruster C-21,Engines,9,196.37,15,1502.23,9.5,UK,University,Online,Stripe,Refunded
ORD-0262,2024-02-16,Flight Computer ZB,Electronics,7,100.2,25,526.05,6.88,Mexico,University,Referral,Stripe,Pending
ORD-0263,2024-05-09,Ignition Module V2,Electronics,2,27.05,20,43.28,1.52,Mexico,Hobbyist,Referral,Manual,Pending
ORD-0264,2024-06-01,Rocket Motor XZ-100,Engines,5,187.48,10,843.66,9.78,Mexico,University,Online,PayPal,Refunded
ORD-0265,2024-03-28,Fuel Cell GX,Fuel Systems,8,101.97,25,611.82,2.72,Brazil,Company,Online,Stripe,Pending
ORD-0266,2024-03-29,Telemetry Kit Alpha,Electronics,10,36.79,5,349.5,6.9,Japan,Company,Online,PayPal,Refunded
ORD-0267,2024-01-14,Ignition Module V2,Electronics,3,106.16,30,222.94,5.54,Brazil,University,Mobile App,Stripe,Pending
ORD-0268,2024-01-23,Telemetry Kit Alpha,Electronics,9,93.85,15,717.95,0.87,Mexico,Company,Referral,Stripe,Completed
ORD-0269,2024-01-21,Flight Computer ZB,Electronics,10,53.26,5,505.97,6.63,Mexico,Hobbyist,Online,Manual,Pending
ORD-0270,2024-06-07,Parachute Recovery Pack,Safety,10,152.74,15,1298.29,0.03,Germany,Company,Online,PayPal,Refunded
ORD-0271,2024-05-13,Thruster C-21,Engines,8,163.83,15,1114.04,9.7,Germany,University,Referral,Manual,Refunded
ORD-0272,2024-02-16,Parachute Recovery Pack,Safety,9,32.21,25,217.42,9.74,Mexico,University,Online,Stripe,Completed
ORD-0273,2024-02-20,Rocket Motor XZ-100,Engines,1,58.18,15,49.45,14.5,UK,Hobbyist,Mobile App,Manual,Completed
ORD-0274,2024-05-26,Ignition Module V2,Electronics,6,171.35,15,873.88,12.58,Germany,Hobbyist,Online,PayPal,Refunded
ORD-0275,2024-03-02,Launch Pad Mini,Hardware,10,131.93,10,1187.37,13.17,Brazil,Hobbyist,Mobile App,Stripe,Completed
ORD-0276,2024-02-28,Launch Pad Mini,Hardware,5,65.29,20,261.16,8.25,Germany,Hobbyist,Online,PayPal,Pending
ORD-0277,2024-01-05,Telemetry Kit Alpha,Electronics,2,60.12,15,102.2,0.03,Brazil,Company,Referral,Manual,Pending
ORD-0278,2024-04-20,Telemetry Kit Alpha,Electronics,4,141.56,30,396.37,13.98,Canada,Company,Online,Manual,Refunded
ORD-0279,2024-01-30,Flight Computer ZB,Electronics,1,23.23,30,16.26,6.87,UK,University,Mobile App,PayPal,Pending
ORD-0280,2024-01-10,Fuel Cell GX,Fuel Systems,10,112.84,10,1015.56,4.59,UK,Hobbyist,Online,PayPal,Pending
ORD-0281,2024-05-05,Fuel Cell GX,Fuel Systems,5,73.09,0,365.45,5.58,Canada,Hobbyist,Mobile App,Stripe,Completed
ORD-0282,2024-06-18,Fuel Cell GX,Fuel Systems,8,189.36,15,1287.65,1.99,UK,Hobbyist,Online,Stripe,Pending
ORD-0283,2024-03-10,Launch Pad Mini,Hardware,2,81.47,5,154.79,1.87,Canada,Company,Referral,Stripe,Pending
ORD-0284,2024-01-07,Launch Pad Mini,Hardware,1,81.08,30,56.76,0.95,Canada,Hobbyist,Referral,Manual,Refunded
ORD-0285,2024-04-01,Fuel Cell GX,Fuel Systems,1,74.89,30,52.42,5.29,Mexico,Hobbyist,Referral,Stripe,Completed
ORD-0286,2024-03-22,Launch Pad Mini,Hardware,10,143.4,25,1075.5,3.08,Mexico,Company,Referral,Manual,Refunded
ORD-0287,2024-03-30,Rocket Motor XZ-100,Engines,9,90.71,5,775.57,8.83,Germany,Hobbyist,Online,Stripe,Completed
ORD-0288,2024-04-20,Telemetry Kit Alpha,Electronics,5,76.22,30,266.77,3.31,Mexico,Company,Mobile App,Manual,Refunded
ORD-0289,2024-02-18,Fuel Cell GX,Fuel Systems,5,181.18,30,634.13,1.76,Germany,University,Referral,Stripe,Completed
ORD-0290,2024-03-16,Rocket Motor XZ-100,Engines,9,164.34,15,1257.2,13.39,Brazil,University,Online,Manual,Completed
ORD-0291,2024-01-26,Rocket Motor XZ-100,Engines,3,49.94,0,149.82,3.77,USA,Hobbyist,Referral,Manual,Refunded
ORD-0292,2024-06-22,Parachute Recovery Pack,Safety,4,138.46,10,498.46,14.38,Japan,University,Referral,Manual,Completed
ORD-0293,2024-05-10,Ignition Module V2,Electronics,2,185.2,0,370.4,11.65,Japan,Company,Mobile App,PayPal,Pending
ORD-0294,2024-05-23,Launch Pad Mini,Hardware,3,154.93,30,325.35,5.36,UK,Company,Referral,PayPal,Refunded
ORD-0295,2024-01-20,Parachute Recovery Pack,Safety,8,72.46,20,463.74,8.67,USA,Company,Online,Stripe,Completed
ORD-0296,2024-03-06,Fuel Cell GX,Fuel Systems,9,125.48,15,959.92,12.51,Brazil,Hobbyist,Online,Stripe,Completed
ORD-0297,2024-03-20,Fuel Cell GX,Fuel Systems,7,52.56,25,275.94,12.22,Japan,Hobbyist,Mobile App,Stripe,Completed
ORD-0298,2024-03-02,Fuel Cell GX,Fuel Systems,9,59.24,25,399.87,14.29,Canada,Company,Referral,Stripe,Completed
ORD-0299,2024-06-22,Rocket Motor XZ-100,Engines,9,148.25,15,1134.11,2.93,USA,Hobbyist,Referral,Stripe,Pending
ORD-0300,2024-04-26,Fuel Cell GX,Fuel Systems,8,92.92,30,520.35,3.43,Brazil,Company,Online,PayPal,Pending
ORD-0301,2024-04-11,Rocket Motor XZ-100,Engines,8,81.41,20,521.02,0.28,Germany,University,Mobile App,PayPal,Completed
ORD-0302,2024-01-06,Flight Computer ZB,Electronics,9,111.94,30,705.22,5.26,Mexico,University,Referral,Stripe,Refunded
ORD-0303,2024-05-19,Flight Computer ZB,Electronics,8,177.95,15,1210.06,6.08,USA,Hobbyist,Referral,Manual,Completed
ORD-0304,2024-06-25,Ignition Module V2,Electronics,7,121.02,15,720.07,3.68,Germany,Hobbyist,Referral,PayPal,Completed
ORD-0305,2024-01-30,Fuel Cell GX,Fuel Systems,1,105.97,25,79.48,4.93,UK,Hobbyist,Online,PayPal,Pending
ORD-0306,2024-03-28,Launch Pad Mini,Hardware,6,161.55,15,823.9,9.43,Japan,University,Mobile App,PayPal,Refunded
ORD-0307,2024-06-16,Telemetry Kit Alpha,Electronics,3,91.23,0,273.69,7.33,USA,Company,Mobile App,Manual,Pending
ORD-0308,2024-02-03,Ignition Module V2,Electronics,10,62.14,0,621.4,13.54,Germany,Hobbyist,Online,PayPal,Refunded
ORD-0309,2024-05-26,Parachute Recovery Pack,Safety,9,196.61,10,1592.54,14.06,USA,Company,Mobile App,Manual,Pending
ORD-0310,2024-02-10,Thruster C-21,Engines,7,191.06,5,1270.55,9.74,Brazil,University,Referral,Stripe,Refunded
ORD-0311,2024-01-17,Parachute Recovery Pack,Safety,9,23.03,10,186.54,11.23,Brazil,Hobbyist,Online,Stripe,Completed
ORD-0312,2024-06-29,Ignition Module V2,Electronics,8,109.53,15,744.8,7.49,UK,Hobbyist,Mobile App,Stripe,Pending
ORD-0313,2024-04-05,Parachute Recovery Pack,Safety,4,189.7,25,569.1,9.67,Canada,Company,Referral,PayPal,Completed
ORD-0314,2024-01-23,Thruster C-21,Engines,6,76.41,25,343.84,1.13,Mexico,Company,Online,Manual,Pending
ORD-0315,2024-06-10,Ignition Module V2,Electronics,3,45.73,10,123.47,1.33,USA,Company,Online,PayPal,Completed
ORD-0316,2024-02-21,Launch Pad Mini,Hardware,5,22.95,10,103.28,2.99,UK,Company,Referral,Stripe,Pending
ORD-0317,2024-02-13,Telemetry Kit Alpha,Electronics,10,191.22,0,1912.2,8.61,Brazil,University,Online,Manual,Pending
ORD-0318,2024-04-18,Thruster C-21,Engines,1,106.91,10,96.22,2.45,Japan,University,Online,Manual,Refunded
ORD-0319,2024-05-29,Rocket Motor XZ-100,Engines,9,196.93,10,1595.13,0.22,UK,Company,Online,Stripe,Completed
ORD-0320,2024-06-09,Ignition Module V2,Electronics,6,86.28,0,517.68,11.95,Japan,Hobbyist,Referral,Stripe,Refunded
ORD-0321,2024-02-26,Fuel Cell GX,Fuel Systems,3,28.57,15,72.85,0.32,UK,Company,Referral,Stripe,Pending
ORD-0322,2024-04-27,Parachute Recovery Pack,Safety,10,108.63,0,1086.3,14.98,Germany,Hobbyist,Mobile App,Manual,Completed
ORD-0323,2024-04-17,Launch Pad Mini,Hardware,10,29.13,25,218.47,9.39,USA,Hobbyist,Referral,Manual,Refunded
ORD-0324,2024-04-30,Telemetry Kit Alpha,Electronics,10,60.44,30,423.08,13.25,Germany,Hobbyist,Mobile App,PayPal,Completed
ORD-0325,2024-03-30,Launch Pad Mini,Hardware,4,195.67,20,626.14,14.03,UK,University,Mobile App,Manual,Pending
ORD-0326,2024-01-29,Launch Pad Mini,Hardware,5,82.85,25,310.69,2.82,Mexico,Hobbyist,Mobile App,Stripe,Completed
ORD-0327,2024-01-01,Telemetry Kit Alpha,Electronics,7,26.64,5,177.16,2.24,UK,Hobbyist,Mobile App,Manual,Completed
ORD-0328,2024-02-25,Flight Computer ZB,Electronics,5,135.1,15,574.17,4.8,Brazil,Hobbyist,Mobile App,Manual,Completed
ORD-0329,2024-05-05,Launch Pad Mini,Hardware,2,129.07,15,219.42,3.85,Canada,Hobbyist,Mobile App,PayPal,Completed
ORD-0330,2024-03-11,Parachute Recovery Pack,Safety,5,66.95,10,301.28,7.94,UK,Company,Referral,PayPal,Refunded
ORD-0331,2024-06-09,Thruster C-21,Engines,2,34.35,20,54.96,4.23,Germany,Hobbyist,Referral,Stripe,Pending
ORD-0332,2024-04-15,Telemetry Kit Alpha,Electronics,1,98.28,25,73.71,9.95,Canada,Hobbyist,Online,Manual,Pending
ORD-0333,2024-05-15,Rocket Motor XZ-100,Engines,7,198.56,25,1042.44,7.48,Mexico,University,Online,Stripe,Pending
ORD-0334,2024-04-20,Flight Computer ZB,Electronics,1,82.86,15,70.43,6.91,USA,Company,Mobile App,Stripe,Refunded
ORD-0335,2024-05-15,Thruster C-21,Engines,8,171.67,0,1373.36,2.05,Mexico,Hobbyist,Online,PayPal,Refunded
ORD-0336,2024-03-21,Parachute Recovery Pack,Safety,4,65.96,10,237.46,0.06,Japan,Hobbyist,Referral,Manual,Pending
ORD-0337,2024-06-17,Rocket Motor XZ-100,Engines,10,145.23,0,1452.3,1.54,Canada,Hobbyist,Mobile App,PayPal,Pending
ORD-0338,2024-04-25,Telemetry Kit Alpha,Electronics,8,51.21,10,368.71,2.81,UK,University,Online,Manual,Completed
ORD-0339,2024-05-23,Fuel Cell GX,Fuel Systems,2,32.51,5,61.77,9.64,Brazil,Hobbyist,Mobile App,Manual,Pending
ORD-0340,2024-03-20,Rocket Motor XZ-100,Engines,9,47.89,30,301.71,4.07,Japan,Hobbyist,Mobile App,PayPal,Pending
ORD-0341,2024-05-06,Fuel Cell GX,Fuel Systems,5,100.78,15,428.31,0.75,Japan,Hobbyist,Online,Manual,Pending
ORD-0342,2024-03-10,Launch Pad Mini,Hardware,6,39.88,0,239.28,3.73,Canada,Hobbyist,Online,Stripe,Pending
ORD-0343,2024-03-15,Telemetry Kit Alpha,Electronics,4,55.7,25,167.1,7.85,Brazil,Company,Mobile App,PayPal,Completed
ORD-0344,2024-06-26,Fuel Cell GX,Fuel Systems,5,176.56,30,617.96,6.71,Germany,Company,Mobile App,Stripe,Refunded
ORD-0345,2024-05-31,Telemetry Kit Alpha,Electronics,9,39.31,25,265.34,2.39,Japan,Company,Mobile App,Manual,Refunded
ORD-0346,2024-03-08,Flight Computer ZB,Electronics,2,171.55,25,257.33,4.44,Canada,University,Mobile App,Manual,Refunded
ORD-0347,2024-04-14,Rocket Motor XZ-100,Engines,7,133.72,25,702.03,10.75,Mexico,Company,Mobile App,Manual,Completed
ORD-0348,2024-06-23,Launch Pad Mini,Hardware,9,101.28,10,820.37,7.77,USA,Company,Referral,Manual,Refunded
ORD-0349,2024-04-09,Fuel Cell GX,Fuel Systems,10,132.29,10,1190.61,1.4,Brazil,University,Mobile App,Manual,Completed
ORD-0350,2024-03-28,Fuel Cell GX,Fuel Systems,2,46.18,20,73.89,14.29,Canada,Hobbyist,Mobile App,Stripe,Completed
ORD-0351,2024-06-26,Flight Computer ZB,Electronics,2,140.44,20,224.7,11.76,Mexico,Hobbyist,Mobile App,PayPal,Refunded
ORD-0352,2024-02-25,Parachute Recovery Pack,Safety,10,151.64,10,1364.76,8.6,Germany,Company,Online,Manual,Pending
ORD-0353,2024-01-11,Fuel Cell GX,Fuel Systems,8,162.99,30,912.74,7.01,Japan,University,Online,Manual,Completed
ORD-0354,2024-02-17,Thruster C-21,Engines,2,74.93,15,127.38,14.75,Canada,Company,Mobile App,PayPal,Completed
ORD-0355,2024-01-30,Thruster C-21,Engines,8,71.11,10,511.99,9.1,USA,Company,Mobile App,PayPal,Pending
ORD-0356,2024-06-28,Thruster C-21,Engines,3,174.69,25,393.05,1.08,Canada,Hobbyist,Referral,Manual,Refunded
ORD-0357,2024-06-16,Ignition Module V2,Electronics,9,68.84,15,526.63,1.72,Brazil,Company,Mobile App,Manual,Completed
ORD-0358,2024-03-14,Thruster C-21,Engines,10,40.45,10,364.05,1.35,Mexico,University,Online,Manual,Refunded
ORD-0359,2024-02-05,Flight Computer ZB,Electronics,10,164.82,0,1648.2,0.83,Germany,Company,Online,Stripe,Completed
ORD-0360,2024-03-04,Rocket Motor XZ-100,Engines,2,40.59,0,81.18,14.06,Mexico,Company,Referral,Stripe,Pending
ORD-0361,2024-06-04,Telemetry Kit Alpha,Electronics,8,76.7,5,582.92,8.45,Mexico,Company,Mobile App,PayPal,Completed
ORD-0362,2024-03-15,Launch Pad Mini,Hardware,8,183.84,30,1029.5,9.84,UK,Company,Mobile App,Stripe,Pending
ORD-0363,2024-04-12,Telemetry Kit Alpha,Electronics,7,24.59,15,146.31,11.84,Brazil,University,Referral,Stripe,Pending
ORD-0364,2024-02-29,Ignition Module V2,Electronics,5,99.56,10,448.02,6.15,UK,University,Referral,Manual,Completed
ORD-0365,2024-06-03,Telemetry Kit Alpha,Electronics,2,191.42,5,363.7,12.32,Mexico,University,Mobile App,Stripe,Completed
ORD-0366,2024-02-17,Telemetry Kit Alpha,Electronics,4,126.52,15,430.17,12.95,USA,Hobbyist,Online,Stripe,Refunded
ORD-0367,2024-04-22,Launch Pad Mini,Hardware,8,85.67,10,616.82,11.19,Canada,Company,Referral,PayPal,Completed
ORD-0368,2024-06-04,Telemetry Kit Alpha,Electronics,8,94.39,25,566.34,0.12,Brazil,University,Mobile App,Stripe,Completed
ORD-0369,2024-06-02,Telemetry Kit Alpha,Electronics,3,118.21,0,354.63,3.38,UK,Hobbyist,Referral,PayPal,Refunded
ORD-0370,2024-06-27,Telemetry Kit Alpha,Electronics,9,151.5,0,1363.5,3.98,UK,University,Mobile App,PayPal,Pending
ORD-0371,2024-03-29,Parachute Recovery Pack,Safety,10,21.22,20,169.76,5.1,Brazil,Company,Online,Stripe,Refunded
ORD-0372,2024-05-25,Parachute Recovery Pack,Safety,10,138.25,15,1175.12,1.82,Brazil,Company,Online,Stripe,Refunded
ORD-0373,2024-04-26,Rocket Motor XZ-100,Engines,8,130.07,15,884.48,2.93,Brazil,University,Referral,Manual,Pending
ORD-0374,2024-05-13,Launch Pad Mini,Hardware,1,189.41,20,151.53,12.81,Brazil,University,Referral,Manual,Refunded
ORD-0375,2024-01-15,Flight Computer ZB,Electronics,5,81.26,25,304.73,0.21,Canada,Hobbyist,Mobile App,Manual,Completed
ORD-0376,2024-06-01,Fuel Cell GX,Fuel Systems,1,61.84,10,55.66,2.69,Canada,Hobbyist,Referral,Manual,Pending
ORD-0377,2024-01-25,Rocket Motor XZ-100,Engines,6,25.03,5,142.67,9.59,Germany,Company,Online,Stripe,Completed
ORD-0378,2024-01-18,Thruster C-21,Engines,10,102.44,25,768.3,7.46,Canada,University,Referral,PayPal,Completed
ORD-0379,2024-03-14,Ignition Module V2,Electronics,10,195.79,25,1468.42,11.44,Brazil,Company,Referral,Manual,Completed
ORD-0380,2024-06-06,Ignition Module V2,Electronics,10,37.7,30,263.9,9.43,Brazil,Company,Mobile App,PayPal,Pending
ORD-0381,2024-04-11,Thruster C-21,Engines,5,95.66,25,358.73,10.48,Brazil,Hobbyist,Referral,Manual,Refunded
ORD-0382,2024-04-16,Thruster C-21,Engines,10,31.05,15,263.92,9.37,UK,Hobbyist,Online,Stripe,Refunded
ORD-0383,2024-03-31,Parachute Recovery Pack,Safety,3,102.93,25,231.59,2.57,UK,Company,Mobile App,Manual,Pending
ORD-0384,2024-04-26,Parachute Recovery Pack,Safety,3,174.97,30,367.44,1.42,UK,Hobbyist,Mobile App,Manual,Pending
ORD-0385,2024-01-14,Rocket Motor XZ-100,Engines,10,87.67,15,745.19,9.75,Japan,Company,Mobile App,Manual,Refunded
ORD-0386,2024-05-10,Ignition Module V2,Electronics,6,172.44,10,931.18,11.19,Brazil,University,Referral,Manual,Pending
ORD-0387,2024-05-03,Telemetry Kit Alpha,Electronics,1,146.4,25,109.8,14.7,UK,University,Referral,PayPal,Pending
ORD-0388,2024-05-28,Fuel Cell GX,Fuel Systems,6,173.23,15,883.47,1.0,USA,Hobbyist,Referral,Manual,Refunded
ORD-0389,2024-06-12,Parachute Recovery Pack,Safety,3,86.98,30,182.66,8.3,Japan,Company,Online,PayPal,Pending
ORD-0390,2024-01-02,Thruster C-21,Engines,5,31.98,30,111.93,4.24,Canada,Company,Online,Manual,Refunded
ORD-0391,2024-04-26,Parachute Recovery Pack,Safety,10,69.94,15,594.49,8.57,Brazil,Company,Online,Manual,Refunded
ORD-0392,2024-05-03,Telemetry Kit Alpha,Electronics,5,60.46,0,302.3,12.29,UK,Hobbyist,Online,Manual,Completed
ORD-0393,2024-06-09,Thruster C-21,Engines,8,85.65,20,548.16,3.4,Brazil,Hobbyist,Mobile App,Manual,Refunded
ORD-0394,2024-01-01,Fuel Cell GX,Fuel Systems,8,192.02,5,1459.35,9.13,USA,Company,Online,Stripe,Refunded
ORD-0395,2024-05-23,Flight Computer ZB,Electronics,9,31.33,15,239.67,5.72,Germany,Hobbyist,Online,Manual,Pending
ORD-0396,2024-03-09,Launch Pad Mini,Hardware,3,35.82,15,91.34,12.97,Japan,Company,Referral,PayPal,Completed
ORD-0397,2024-03-26,Rocket Motor XZ-100,Engines,7,143.98,15,856.68,14.89,USA,Hobbyist,Mobile App,Stripe,Completed
ORD-0398,2024-04-06,Launch Pad Mini,Hardware,3,125.23,25,281.77,14.27,USA,University,Referral,Manual,Refunded
ORD-0399,2024-02-13,Parachute Recovery Pack,Safety,2,25.73,30,36.02,0.06,Germany,Company,Mobile App,Manual,Refunded
ORD-0400,2024-04-04,Launch Pad Mini,Hardware,9,47.49,0,427.41,10.89,Germany,University,Referral,PayPal,Completed
ORD-0401,2024-02-29,Thruster C-21,Engines,1,65.34,20,52.27,10.76,USA,University,Online,Stripe,Completed
ORD-0402,2024-01-01,Ignition Module V2,Electronics,1,31.41,25,23.56,5.73,Brazil,University,Mobile App,PayPal,Pending
ORD-0403,2024-04-08,Telemetry Kit Alpha,Electronics,3,72.3,5,206.05,10.67,UK,Company,Mobile App,Manual,Completed
ORD-0404,2024-01-29,Rocket Motor XZ-100,Engines,4,134.9,15,458.66,2.99,Brazil,Company,Mobile App,PayPal,Refunded
ORD-0405,2024-01-30,Launch Pad Mini,Hardware,3,180.29,10,486.78,8.13,UK,University,Mobile App,PayPal,Pending
ORD-0406,2024-06-08,Parachute Recovery Pack,Safety,3,27.46,5,78.26,1.26,Mexico,University,Referral,Manual,Pending
ORD-0407,2024-04-22,Fuel Cell GX,Fuel Systems,10,114.97,5,1092.21,9.99,Japan,Hobbyist,Mobile App,PayPal,Refunded
ORD-0408,2024-05-25,Rocket Motor XZ-100,Engines,6,150.26,10,811.4,10.85,Japan,Hobbyist,Referral,Stripe,Completed
ORD-0409,2024-04-09,Ignition Module V2,Electronics,10,63.18,0,631.8,2.2,Germany,Company,Referral,PayPal,Completed
ORD-0410,2024-05-10,Rocket Motor XZ-100,Engines,2,47.26,15,80.34,3.12,Mexico,University,Mobile App,Stripe,Completed
ORD-0411,2024-03-21,Parachute Recovery Pack,Safety,7,85.65,15,509.62,9.5,UK,Company,Online,Stripe,Pending
ORD-0412,2024-06-21,Flight Computer ZB,Electronics,9,24.34,20,175.25,5.26,Brazil,University,Online,Manual,Completed
ORD-0413,2024-05-05,Launch Pad Mini,Hardware,3,176.3,20,423.12,10.97,Japan,Company,Referral,Manual,Pending
